name,ttm,03/31/2024,03/31/2023,03/31/2022,03/31/2021,03/31/2020,03/31/2019,03/31/2018,03/31/2017
MarketCap,"6,129,260,978","4,562,664,034","2,856,509,767","2,881,425,071","3,213,858,606","1,650,604,383","1,190,275,437","717,862,791","355,411,529"
EnterpriseValue,"6,177,146,978","4,675,339,034","2,985,205,767","3,032,887,071","3,268,560,606","1,645,647,383","1,183,212,437","733,802,791","542,387,529"
PeRatio,"31.762","34.695","28.674","16.729","35.566","31.426","24.211","161.187","4.374"
ForwardPeRatio,"27.174","24.096","18.727","21.834","35.714","25.575",,,
PsRatio,"12.22","12.393","7.685","10.246","8.969","5.753","3.792","3.37","1.827"
PbRatio,"10.105","9.771","7.238","8.382","14.857","11.497","11.512","14.893",
EnterprisesValueRevenueRatio,"9.523","9.542","5.776","8.199","10.354","6.231","4.502","3.443","3.109"
EnterprisesValueEBITDARatio,"17.562","17.244","11.684","9.328","19.038","12.503","7.485","6.057","6.196"
