name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018
MarketCap,"3,171,861,961","3,188,352,000","3,801,838,000","1,342,331,000","235,698,000","883,728,000","3,364,992,000"
EnterpriseValue,"2,601,761,961","2,555,052,000","3,329,838,000","2,132,131,000","1,082,698,000","1,532,528,000","3,370,192,000"
PeRatio,"4.942","3.183","2.942",,,"3.365",
ForwardPeRatio,,,,"2.456",,,"63.694"
PsRatio,"0.771","0.72","0.858","0.372","0.072","0.203","0.626"
PbRatio,"0.894","0.922","1.456","1.367","0.224","0.301","1.038"
EnterprisesValueRevenueRatio,"0.526","0.517","0.668","0.643","0.376","0.331","0.604"
EnterprisesValueEBITDARatio,"1.728","1.697","1.918","2.473","-0.793","2.543","2.255"
