name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019
MarketCap,"5,473,763,502","2,813,938,798","1,384,445,476","472,397,255","224,899,297","685,332,192"
EnterpriseValue,"6,233,744,502","3,394,677,798","1,745,603,476","829,946,255","542,171,297","453,618,192"
PeRatio,"11.103","8.336","6.932","888.333",,"7.795"
ForwardPeRatio,"9.183","6.035","4.189","2.938",,"3.428"
PsRatio,"3.863","2.469","1.538","0.908","0.769","1.443"
PbRatio,"3.6","2.543","1.87","0.894","0.432","1.062"
EnterprisesValueRevenueRatio,"4.196","2.999","1.692","1.549","1.864","1.071"
EnterprisesValueEBITDARatio,"5.892","4.383","2.699","2.79","6.527","2.364"
