name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994
MarketCap,"1,674,010,781","1,574,142,548","1,925,850,834","978,954,370","677,095,942","1,123,576,409","2,117,544,453","5,529,435,678","4,309,114,960","2,593,046,716","2,823,668,755","3,908,896,815","2,694,566,072","2,706,725,170","2,684,949,023","1,022,992,556","957,592,852","1,148,040,624","1,640,966,715","1,697,679,002","728,978,304","318,608,078","331,848,171","513,566,219","410,406,793","162,496,890","211,810,666","349,800,960","221,440,247","132,501,586","109,899,802"
EnterpriseValue,"1,477,861,781","1,430,149,548","1,913,096,834","942,764,370","563,479,942","1,115,284,409","1,989,171,453","5,392,543,678","4,321,106,960","2,605,038,716","2,967,146,755","3,937,359,815","2,787,403,072","2,840,555,170","2,797,164,023","1,108,803,556","1,129,005,852","1,298,102,624","1,640,601,715","1,689,069,002","704,142,304","302,216,078","323,277,171","507,158,219","396,426,793","151,196,890","202,410,666","333,700,960","208,840,247","119,101,586","96,499,802"
PeRatio,"8.633","6.559","13.47",,,,"9.676","67.184",,"170.714","13.872","20.756","9.638","9.656","18.12",,"11.482","13.157","16.231","30.628","21.075","29.289",,"20.112","16.298","19.827","13.41","15.751","8.311","12.656","13.596"
ForwardPeRatio,"16.287",,,,,"80.645","12.331","18.182",,,"14.493","17.094","10.858","6.887","11.481",,,,,,,,,,,,,,,,
PegRatio,,,,,,,"0.897",,,,"2.734","3.226","3.29",,,,,,,,,,,,,,,,,,
PsRatio,"1.023","0.91","1.366","1.297","0.976","0.816","1.187","3.941","5.529","1.57","1.287","2.098","1.364","1.62","2.422","1.704","1.089","1.659","3.014","4.38","2.157","1.179","1.536","1.939","1.358","0.705","0.878","1.423","1.071","0.793","0.747"
PbRatio,"1.637","1.578","2.49","1.552","1.062","1.314","2.168","6.269","5.143","2.627","2.661","4.128","2.997","3.744","4.982","2.497","2.132","2.805","5.358","7.966","4.018","2.109","2.287","3.283","2.529","1.138","1.48","2.509","1.88","1.312","1.212"
EnterprisesValueRevenueRatio,"0.914","0.884","1.194","1.09","0.942","0.912","1.156","3.38","5.928","2.061","1.269","2.115","1.433","1.57","2.551","1.886","1.287","1.881","2.75","3.95","2.072","1.117","1.547","1.782","1.963","1.405","1.438","1.358","1.04","0.738","0.619"
EnterprisesValueEBITDARatio,"4.052","3.921","5.125","10.353","-2.636","18.638","5.119","13.488","-244.947","20.94","4.674","7.972","4.231","4.291","7.49","11.171","4.317","5.886","7.307","12.231","8.71","6.095","13.897","7.601","9.321","11.714","7.605","7.399","7.459","5.54","5.391"
