name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997
MarketCap,"14,201,531,546","15,502,537,386","17,816,555,181","20,588,190,000","15,849,610,000","14,203,070,000","11,241,450,000","13,424,132,042","12,741,011,864","10,173,020,000","9,656,640,000","7,709,760,000","9,225,947,370","9,159,500,719","9,213,596,490","11,067,231,340","10,154,004,324","10,270,488,818","10,279,297,000","10,216,463,400","9,669,638,979","7,516,731,540","5,574,094,700","6,885,881,040","6,608,822,000","1,349,064,396","534,961,032","506,043,736"
EnterpriseValue,"19,013,531,546","20,271,537,386","21,756,555,181","24,251,190,000","19,393,610,000","18,314,070,000","14,676,450,000","16,838,132,042","16,157,011,864","13,781,020,000","13,350,640,000","10,918,391,000","12,293,938,370","13,252,432,719","11,754,451,490","13,640,274,340","12,983,289,324","13,643,687,818","11,730,097,000","10,860,673,400","10,695,158,979","8,464,430,540","6,299,856,700","7,585,290,040","7,636,619,000","2,539,564,396","797,861,032","860,143,736"
PeRatio,"17.127","20.548","15.352","10.403","14.694","20.576","13.452","20.648","19.512","14.668","19.16","10.296","14.865","21.346","13.293","15.562","16.071","18.627","17.845","19.915","20.373","17.745","17.616","38.144","118.333",,"20.018",
ForwardPeRatio,"14.577","15.244","18.083","20.408","12.361","15.699","12.469","16.921","16.863","14.065","15.083","12.3","11.71","12.422","12.531","14.451",,,,,,,,,,,,
PegRatio,"3.018","3.156",,"43.442","1.407","1.711","1.27","2.616","4.491","2.103","2.974","1.805","0.84","1.092","1.044","1.156",,,,,,,,,,,,
PsRatio,"1.567","1.694","1.831","2.048","1.938","1.912","1.474","1.803","1.758","1.37","1.335","1.167","1.264","1.272","1.299","1.521","1.403","1.541","1.723","2.035","1.996","1.635","1.381","1.933","1.834","0.471","0.369","0.321"
PbRatio,"2.252","2.391","2.785","3.221","2.477","2.534","2.114","2.773","2.7","2.217","2.309","2.006","2.216","2.595","2.284","2.774","2.817","3.09","3.35","3.613","4.225","3.139","3.151","5.154","6.705","1.565","0.944","0.936"
EnterprisesValueRevenueRatio,"2.055","2.191","2.201","2.248","2.055","2.37","1.949","2.275","2.24","1.839","1.796","1.528","1.665","1.793","1.619","1.83","1.791","2.035","1.871","1.99","2.111","1.787","1.534","2.091","2.232","1.152","0.547","0.563"
EnterprisesValueEBITDARatio,"10.978","11.704","11.954","7.677","8.044","11.555","10.453","11.589","10.924","8.828","10.238","6.172","8.072","10.179","7.468","8.362","8.838","10.264","8.85","9.175","10.19","8.907","8.703","13.567","16.891","10.459","4.892","5.693"
