name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009
MarketCap,"1,199,849,424","1,290,006,805","1,139,537,300","2,271,632,420","3,419,573,491","2,322,513,245","1,256,303,803","1,495,237,209","1,130,296,117","1,129,708,937","1,230,019,042","959,085,761","2,212,103,875","4,166,464,812","4,678,900,211","2,422,364,685"
EnterpriseValue,"613,529,424","800,080,805","563,630,300","1,374,151,420","2,953,702,491","2,367,133,245","1,389,998,803","1,471,335,209","749,205,117","668,302,937","901,624,042","797,741,761","1,904,621,875","3,629,072,812","4,265,885,211","2,324,380,996"
PeRatio,"11.938",,"1.335","3.879","11.471","20.895","7.986","10.017","13.676","33.785","17.108",,,"8.875","14.54","37.452"
ForwardPeRatio,"9.124","11.521","9.066","8.071","5.534","8.292","11.287","7.911","8.873","232.558","17.986","4.496","3.899",,,
PsRatio,"0.993","1.353","1.65","1.247","2.132","1.599","1.13","1.287","1.862","1.341","1.392","1.131","3.224","3.596","5.551","3.344"
PbRatio,"0.694","0.749","0.577","1.28","1.446","1.123","0.588","0.784","0.897","0.79","0.856","0.693","1.603","2.69","3.701","2.494"
EnterprisesValueRevenueRatio,"0.49","0.831","0.631","0.752","1.83","1.628","1.268","1.28","1.242","0.8","1.034","0.945","2.883","3.325","5.04","3.391"
EnterprisesValueEBITDARatio,"1.711","5.557","1.271","1.447","4.773","10.971","4.205","3.814","2.702","2.192","2.036","4.328","83.474","7.186","11.466","9.582"
