name,ttm,09/30/2024,09/30/2023,09/30/2022,09/30/2021,09/30/2020,09/30/2019,09/30/2018,09/30/2017,09/30/2016,09/30/2015,09/30/2014,09/30/2013,09/30/2012,09/30/2011,09/30/2010,09/30/2009,09/30/2008,09/30/2007,09/30/2006,09/30/2005,09/30/2004,09/30/2003,09/30/2002,09/30/2001,09/30/2000,09/30/1999,09/30/1998,09/30/1997,09/30/1996,09/30/1995,09/30/1994,09/30/1993,09/30/1992
MarketCap,"177,593,350,000","189,435,700,000","123,720,840,000","126,650,580,000","145,102,500,000","133,096,080,000","87,340,600,000","105,821,355,747","76,412,160,000","101,106,000,000","81,884,520,000","124,791,130,000","113,434,200,000","106,408,214,466","81,747,030,000","72,753,590,000","75,071,620,000","71,158,320,000","69,157,939,056","60,050,200,000","73,390,000,000","63,830,400,000","33,267,369,510","21,503,523,380","36,286,759,060","53,270,133,750","30,571,724,472","3,383,850,176","4,338,647,250","2,827,737,500","2,967,791,375","1,303,296,009","2,079,888,768","375,948,000"
EnterpriseValue,"178,927,350,000","190,957,700,000","130,533,840,000","135,347,580,000","147,935,500,000","138,421,080,000","89,408,600,000","92,392,355,747","77,447,160,000","95,769,000,000","71,466,520,000","106,638,130,000","101,007,200,000","93,981,214,466","71,089,030,000","63,560,590,000","66,073,620,000","64,920,320,000","61,849,939,056","54,179,200,000","68,440,505,000","58,880,905,000","28,932,199,510","18,803,192,380","34,578,976,060","51,562,350,750","29,073,187,472","3,238,447,176","3,762,542,250","2,811,437,500","2,933,091,375","1,285,696,009","2,012,888,768","345,848,000"
PeRatio,"17.88","21.746","14.537","10.016","16.123","49.654","26.671",,"19.862","19.971","14.721","18.017","17.952","21.105","18.011","23.027","47.347","22.616","25.768","26.151","35.516","37.903","41.257","62.773",,"81.897","152.574","32.61","50.148","141.667","143.359","79.105","172.4",
ForwardPeRatio,"14.045","15.291","12.077","8.666","14.124","19.268","17.889","16.103","12.595","14.43","11.561","13.736","13.831","15.504","14.025",,,"23.981",,,,,,,,,,,,,,,,
PegRatio,"1.579","1.062","1.075","0.52","0.639","0.902","1.447","1.352","1.23","1.406","1.505","1.064","1.119","1.14","0.886",,,"1.612",,,,,,,,,,,,,,,,
PsRatio,"4.636","5.14","3.245","3.056","4.552","6.852","3.826","4.672","3.425","4.556","3.386","4.901","5.083","5.899","5.498","6.808","7.225","6.402","8.358","8.764","13.363","13.4","8.582","7.354","13.629","15.477","7.807","1.059","2.208","3.68","7.089","4.427","12.365","3.663"
PbRatio,"6.759","7.679","5.986","7.892","17.745","40.259","15.988","3.806","2.442","3.299","2.466","3.217","3.019","3.271","3.033","3.488","3.695","3.966","4.341","4.62","6.6","6.605","4.378","3.988","7.043","9.227","10.646","3.534","4.236","3.347","10.266","4.971","8.787","5.464"
EnterprisesValueRevenueRatio,"4.592","5.113","3.383","3.212","4.541","6.921","3.526","4.047","3.431","4.196","2.695","4.058","4.344","5.117","4.753","5.783","6.344","5.827","7.222","7.644","12.064","12.066","7.287","6.186","12.938","14.24","7.384","0.967","1.795","3.454","8.531","4.734","11.932","3.217"
EnterprisesValueEBITDARatio,"14.046","16.492","10.881","7.965","11.952","27.59","10.749","23.046","12.193","12.226","8.207","11.25","11.303","12.794","10.36","13.359","24.159","15.509","19.629","18.517","26.466","25.69","19.419","17.614","82.64","50.133","51.588","8.421","19.694","56.912","62.274","30.832","92.334","66.509"
