name,ttm,12/31/2023
MarketCap,"2,003,652,362","1,414,098,251"
EnterpriseValue,"2,571,652,362","1,915,098,251"
PeRatio,"20.359","17.581"
ForwardPeRatio,"9.718",
PsRatio,"0.632","0.397"
PbRatio,"1.176","0.739"
EnterprisesValueRevenueRatio,"0.745","0.537"
EnterprisesValueEBITDARatio,"5.391","4.571"
