name,ttm,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007
MarketCap,"8,476,358,381","8,195,263,957","10,586,382,104","15,561,051,566","15,026,955,533","17,319,880,720","17,589,518,445","13,094,440,470","12,909,486,828","17,317,063,432","15,442,485,626","9,809,030,930","8,518,659,391","10,922,626,805","10,597,564,729","11,878,288,381","19,512,853,709"
EnterpriseValue,"15,141,460,040","15,498,658,106","18,657,039,631","23,488,338,626","22,527,049,360","21,758,689,085","22,527,276,330","17,720,725,801","17,778,220,267","22,234,446,865","20,106,354,910","14,764,021,964","11,449,533,654","14,677,039,659","15,038,014,169","16,002,264,036","21,289,958,712"
PeRatio,"10.659","11.926","4.997","16.307","5.168","5.935","7.667","10.97","8.954","11.824","9.797","8.678","7.062","9.815","9.587","11.709","11.246"
ForwardPeRatio,"10.428","9.276","15.528","14.104","10.661","23.474",,"15.083","12.166","1.479","1.743","1.412","6.072","9.174",,,
PegRatio,"1.883","11.045",,"2.813","2.129","4.681",,,,,,,"0.639","0.825",,,
PsRatio,"0.662","0.624","0.639","0.965","1.04","1.12","1.095","0.94","0.897","1.103","0.994","0.676","0.654","1.126","1.046","1.299","1.543"
PbRatio,"0.986","0.887","0.474","0.721","0.775","0.886","1.097","1.044","0.974","1.351","1.274","0.908","0.861","1.176","1.099","1.394","1.597"
EnterprisesValueRevenueRatio,"0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.002"
EnterprisesValueEBITDARatio,"0.003","0.003","0.003","0.004","0.004","0.003","0.003","0.003","0.003","0.004","0.004","0.003","0.002","0.003","0.003","0.004","0.005"
