name,ttm,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017
MarketCap,"6,404,168,550","5,162,848,445","4,622,151,600","3,674,886,690","3,673,878,780","2,081,933,316","3,671,508,547"
EnterpriseValue,"9,662,705,550","8,285,758,445","7,717,711,600","6,794,310,690","6,331,628,780","2,077,687,316","3,669,089,547"
PeRatio,"18.288","16.104","14.029",,,"44.72","651.75"
ForwardPeRatio,"14.535",,"11.962","11.628","8.306","8.224",
PsRatio,"5.876","5.368","5.022","3.65","4.662","38.935","6.22"
PbRatio,"2.977","2.334","1.999","1.479","1.043","82.86","422.985"
EnterprisesValueRevenueRatio,"8.834","8.364","7.966","6.994","7.453","2.02",
EnterprisesValueEBITDARatio,"10.65","9.91","9.605","45.829","-32.53","20.975","128.353"
