name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016
MarketCap,"1,567,898,030","1,541,013,547","1,259,920,482","3,509,596,593","2,992,922,070","3,327,233,171","2,020,521,972","2,279,911,638","1,049,097,064"
EnterpriseValue,"43,250,898,030","44,491,013,547","43,803,920,482","23,041,596,593","24,336,922,070","21,982,233,171","10,823,521,972","4,160,911,638","1,754,097,064"
PeRatio,"3.231","205.757","38.545","11.259",,"16.78",,"127.852","20.287"
ForwardPeRatio,"1.524",,,"11.416",,,"1.101",,
PsRatio,"0.028","0.027","0.023","0.084","0.078","0.069","0.061","0.194","0.135"
PbRatio,"0.816","1.098","0.949","1.624","1.719","1.552","1.324","1.392","1.224"
EnterprisesValueRevenueRatio,"0.785","0.808","0.763","0.495","0.647","0.511","0.291","0.182","0.22"
EnterprisesValueEBITDARatio,"6.091","6.265","7.137","4.895","5.792","5.676","4.527","6.855","5.751"
