name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014
MarketCap,"1,683,477,819","1,653,534,885","1,207,117,322","1,398,538,731","885,847,677","793,371,618","653,556,432","508,664,656","416,843,154","218,933,736","734,580,000"
EnterpriseValue,"4,599,967,819","4,060,546,885","3,214,287,322","2,306,814,731","1,294,544,677","1,633,940,618","1,440,525,432","1,164,005,656","1,006,341,154","679,313,736","1,124,360,000"
PeRatio,"10.883","9.383","6.449","3.287","4.431","8.686","9.979","16.703","13.944","3.501","6.747"
ForwardPeRatio,"7.331","6.725","5.537","7.315","5.149","5.744",,,,,
PsRatio,"0.901","0.887","0.824","1.38","0.678","0.683","0.651","0.645","0.581","0.325","0.892"
PbRatio,"1.357","1.277","1.045","1.234","1.544","1.828","1.853","1.853","1.793","1.099","5.405"
EnterprisesValueRevenueRatio,"2.172","1.917","1.851","1.91","1.195","1.391","1.481","1.597","1.35","1.041","1.388"
EnterprisesValueEBITDARatio,"17.325","15.293","10.54","6.202","4.451","8.707","13.05","20.986","14.087","7.557","5.758"
