name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
MarketCap,"820,503,713","1,315,657,627","3,170,811,750","4,204,425,049","11,683,600,522","4,609,230,522","3,282,521,879","1,769,768,690","674,145,332","592,912,885","580,495,577","695,336,799"
EnterpriseValue,"1,108,389,713","1,673,225,627","3,429,914,750","4,143,129,049","11,987,029,522","4,720,893,522","3,102,735,879","1,566,627,690","583,932,332","490,606,885","585,568,577","700,409,799"
PeRatio,"49.813",,"17.074","1,023.333",,,,,,,,
ForwardPeRatio,"6.993","10.183","17.422","23.641","54.645","36.496","46.296","35.461","26.81","42.017",,
PegRatio,"0.35","0.509","0.871","0.787","1.825","1.215","1.54","1.183","0.895",,,
PsRatio,"1.431","1.98","4.898","5.463","19.762","11.708","10.623","6.381","2.553","1.818","1.945","2.24"
PbRatio,"0.869","1.273","3.054","3.104","18.103","9.838","8.447","4.851","3.146","2.694","2.473","7.266"
EnterprisesValueRevenueRatio,"1.547","2.336","4.472","5.337","18.604","11.488","9.663","6.142","2.298","1.628","1.921","2.741"
EnterprisesValueEBITDARatio,"6.03","9.103","17.151","47.75","93.758","69.295","150.823","1,684.546","-35.219","-202.73","34.342","29.872"
