name,ttm,12/31/2023,12/31/2022
MarketCap,"7,213,409,997","3,479,350,948","2,205,250,813"
PeRatio,,,"1.116"
ForwardPeRatio,"25.381","22.173","13.333"
PsRatio,"9.604","8.669","0.987"
PbRatio,"9.975","6.502","4.415"
EnterprisesValueRevenueRatio,"3.455","2.549","1.186"
