name,ttm,12/31/2023,12/31/2022
MarketCap,"5,463,763,969","144,432,170","89,713,515"
EnterpriseValue,"5,393,673,969","67,755,170","-41,476,485"
PsRatio,"267.575","8.541","9.929"
PbRatio,"44.479","1.285","0.551"
EnterprisesValueRevenueRatio,"453.555","4.612","-3.166"
EnterprisesValueEBITDARatio,"1.29","-1.095","0.7"
