name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
MarketCap,"1,093,891,538","1,066,298,030","924,079,102","684,590,405","612,035,117","751,984,894","523,181,731","546,988,535","515,570,563","755,711,324","1,165,599,669","1,490,503,049"
EnterpriseValue,"1,745,138,538","1,811,104,030","1,574,677,102","1,359,669,405","1,334,263,117","1,568,736,894","1,293,827,731","1,313,127,535","1,154,857,563","1,262,990,324","1,547,608,345","1,998,282,684"
PeRatio,"14.063","14.697",,"40.318",,,,"46.905","8.532","7.982","16.076","29.933"
ForwardPeRatio,"8.313",,,,,,,,,"7.38","9.363","17.544"
PsRatio,"2.03","2.065","1.914","1.461","1.905","2.474","1.697","1.85","1.745","2.412","3.824","5.62"
PbRatio,"0.921","0.905","0.793","0.593","0.653","0.798","0.546","0.569","0.544","0.861","1.492","2.693"
EnterprisesValueRevenueRatio,"3.093","3.402","3.262","3.996","4.155","5.168","4.194","4.416","3.884","4.01","5.197","9.642"
EnterprisesValueEBITDARatio,"6.465","7.152","10.524","11.535","11.407","14.626","10.88","10.901","7.579","7.061","10.498","21.054"
