name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019
MarketCap,"1,789,657,230","1,851,071,451","2,965,994,556","5,856,595,356","1,793,973,731","1,285,724,014"
EnterpriseValue,"1,057,069,230","1,178,806,451","2,483,264,556","5,472,730,356","1,560,175,731","1,120,393,014"
PeRatio,"9.235","10.59","17.33","40.563","34.406","29.917"
ForwardPeRatio,"8.313","8.865","13.624","34.13","23.641","22.573"
PegRatio,"2.9"
PsRatio,"3.71","3.831","7.079","18.771","11.205","9.073"
PbRatio,"2.273","2.582","5.797","15.311","7.858","8.087"
EnterprisesValueRevenueRatio,"2.148","2.396","5.466","15.306","7.57","7.165"
EnterprisesValueEBITDARatio,"5.385","6.006","12.508","32.577","21.297","18.698"
