name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017
MarketCap,"2,397,880,260","3,117,421,426","2,266,638,270","783,044,910","245,366,206","376,282,287","870,054,033","1,104,996,280"
EnterpriseValue,"2,328,904,260","3,089,361,426","2,473,091,270","1,326,936,910","961,845,206","1,059,930,287","1,497,558,033","1,403,848,280"
PeRatio,"4.093","4.992","5.877",,,"3.954","10.464","16.167"
ForwardPeRatio,,,,"3.617",,"13.68","9.47","13.175"
PsRatio,"1.071","1.39","1.179","0.615","0.2","0.282","0.617","0.828"
PbRatio,"1.785","2.382","2.464","1.616","0.576","0.828","2.711","1.681"
EnterprisesValueRevenueRatio,"0.929","1.232","1.085","1.052","1.094","0.771","1.017","1.062"
EnterprisesValueEBITDARatio,"2.221","2.946","2.917","4.104","3.661","2.852","3.168","3.816"
