name,ttm,12/31/2023,12/31/2022,12/31/2021
MarketCap,"1,796,460,521","2,423,787,427","1,857,438,099","1,986,591,175"
EnterpriseValue,"1,993,889,521","2,668,533,427","2,147,061,099","2,315,819,175"
PeRatio,"47.95","110.417","169.441",
ForwardPeRatio,"23.981","34.843","34.247","29.24"
PsRatio,"3.934","5.98","5.11","5.89"
PbRatio,"2.348","3.598","3.129","3.216"
EnterprisesValueRevenueRatio,"4.353","6.521","5.874","6.875"
EnterprisesValueEBITDARatio,"16.921","29.936","31.478","36.583"
