name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018
MarketCap,"1,710,321,376","1,173,133,708","562,633,128","812,929,813","1,042,124,147","1,099,946,757","607,879,022"
EnterpriseValue,"1,613,277,376","1,098,110,708","365,223,128","645,994,813","931,581,147","920,217,757","395,241,022"
PeRatio,"10.739","18.9",,"8.405","32.607","22.236","24.478"
PsRatio,"3.865","3.229","2.35","3.59","3.405","4.077","3.759"
PbRatio,"1.876","1.413","0.565","0.725","1.014","1.253","0.782"
EnterprisesValueRevenueRatio,"3.603","2.889","1.188","2.826","2.899","3.602","2.428"
EnterprisesValueEBITDARatio,"8.554","19.985","9.588","5.373","14.76","14.069","9.014"
