name,ttm,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994
MarketCap,"19,453,706,744","14,642,800,865","11,404,367,933","9,033,578,725","12,706,673,852","12,781,463,469","14,625,994,194","13,171,347,849","14,678,362,310","17,934,923,133","25,241,973,994","30,263,232,247","18,185,397,534","15,220,948,438","12,135,396,474","8,034,252,900","9,099,700,825","7,016,814,760","5,095,518,070","4,482,395,755","3,921,698,800","2,550,750,000","2,859,975,000","3,188,437,500","2,502,727,500","1,888,125,000","2,757,717,119","1,372,938,875","879,679,381","1,170,813,744"
EnterpriseValue,"21,634,438,930","16,534,878,649","13,197,683,676","11,363,053,641","15,150,409,765","14,965,064,445","17,600,191,093","15,747,894,665","17,970,996,370","20,646,881,189","26,612,249,208","30,783,590,889","18,415,388,268","15,480,606,552","12,423,458,228","8,788,760,024","10,141,700,824","8,528,812,434","6,887,512,142","6,402,395,754","6,290,571,800","2,271,526,000","2,704,358,052","3,345,203,715","2,758,062,446","2,289,524,959","3,142,817,118","1,646,238,979","1,045,640,315","1,170,813,744"
PeRatio,"17.517","15.651","18.009","66.713","18.532",,"20.812","27.582","27.98","22.817","26.49","28.901","23.67","19.153","18.63","18.97","14.381","16.492","7.875","9.039","17.55","10.406","11.559","28.349","25.09","26.5","32.222","22.384","22.66",
ForwardPeRatio,"113.636","14.556","135.135","109.89","31.847","18.45","18.149","18.727","208.333","144.928","34.722","46.948","18.868","16.313",,"13.889",,,,,,,,,,,,,,
PegRatio,"16.563",,"7.946","9.684","4.191",,"0.995","1.187","18.088","8.28","2.687","3.58","1.421","1.052",,"2.778",,,,,,,,,,,,,,
PsRatio,"1.396","1.264","1.242","1.031","1.242","1.273","1.378","1.669","1.896","1.56","2.174","2.63","2.124","1.814","1.545","1.332","1.434","1.437","1.065","1.051","1.137","1.514","1.496","1.931","1.673","1.467","2.389","1.539","1.686",
PbRatio,"2.694","2.306","2.016","1.622","1.96","2.181","2.414","2.395","2.534","2.377","3.005","3.822","3.325","2.633","2.399","1.977","2.021","2.001","1.666","1.699","1.944","2.924","3.504","5.203","4.009","3.7","5.761","3.559","3.197",
EnterprisesValueRevenueRatio,"0.088","0.073","0.068","0.062","0.078","0.082","0.096","0.089","0.118","0.14","0.171","0.208","0.149","0.15","0.121","0.106","0.146","0.148","0.127","0.125","0.177","0.13","0.156","0.201","0.195","0.18","0.281","0.162","0.171","0.306"
EnterprisesValueEBITDARatio,"0.599","0.409","0.354","0.35","0.459","0.477","6.485","0.582","0.709","0.827","1.002","1.114","0.81","0.761","0.665","0.638","0.636","0.657","0.574","0.636","0.749","0.402","0.579","0.851","0.945","0.988","1.518","1.181","1.805","2.241"
