name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005
MarketCap,"1,896,275,206","2,046,863,310","2,147,634,193","3,320,441,519","1,663,195,518","1,763,560,483","1,247,859,859","1,892,557,111","1,498,071,898","1,093,846,678","801,865,524","465,641,761","462,293,408","633,440,419","124,460,259","95,716,902","62,430,525","590,608,003","486,463,110","367,836,000"
EnterpriseValue,"1,584,316,206","1,817,888,310","1,790,451,193","2,980,538,519","1,341,065,518","1,459,212,483","943,511,859","1,611,591,111","1,263,920,898","910,183,678","636,690,524","302,265,761","292,677,408","563,777,954","68,800,486","39,522,902","6,236,525","500,765,003","392,380,110","288,767,000"
PeRatio,"21.165","36.91","10.516","23.581","16.032","33.362","13.48","20.799","15.378","18.261","21.572","16.038","10.127","30.508",,,"1.104","14.637","18.368","36.849"
ForwardPeRatio,"14.535","19.455","10","13.569","15.175","15.361","9.2","17.953","10.977","12.547","11.377","10.741","7.553","14.306","11.013",,,,,
PegRatio,,,,,,,,,,,"0.569","0.537","0.458","0.715",,,,,,
PsRatio,"2.326","3.208","2.179","4.138","3.075","4.219","2.294","3.568","2.951","3.166","3.078","1.958","1.699","3.164","0.855","1.04","0.438","3.286","5.051","4.682"
PbRatio,"2.342","2.645","3.094","4.695","2.792","3.192","2.14","3.665","3.658","3.153","2.722","1.757","1.763","3.405","0.762","0.523","0.314","2.525","3.847","3.759"
EnterprisesValueRevenueRatio,"1.945","2.852","1.774","3.718","2.444","3.414","1.737","3.033","2.478","2.648","2.437","1.242","1.04","2.832","0.477","0.437","0.037","2.777","4.017","4.193"
EnterprisesValueEBITDARatio,"11.876","25.869","6.353","15.286","10.761","19.718","8.437","13.398","10.137","11.85","12.451","7.675","4.856","28.308","40.82","-0.651","0.279","9.668","14.989","21.661"
