name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996
MarketCap,"1,995,333,671","2,580,790,402","2,406,730,572","2,986,647,138","2,049,363,722","1,969,754,382","1,169,045,977","1,706,725,030","1,586,568,257","1,005,063,636","2,492,754,643","3,395,933,234","3,870,376,617","4,603,860,522","4,659,523,900","4,897,465,665","3,954,420,522","6,741,759,493","4,609,219,048","4,336,683,685","2,932,856,590","2,711,754,000","1,850,266,476","2,314,125,000","2,389,062,000","1,698,768,000","2,481,248,000","2,350,400,000","1,900,444,000"
EnterpriseValue,"5,547,706,599","5,613,415,493","5,411,423,883","5,876,793,347","5,236,414,758","4,982,920,909","4,127,871,315","5,394,932,632","5,226,090,186","4,863,983,541","6,677,583,132","7,968,751,776","8,867,225,315","8,653,236,659","8,863,851,207","8,923,824,178","6,221,158,969","9,225,047,907","6,613,850,424","6,596,370,347","5,391,139,638","5,123,061,672","3,662,682,167","4,189,970,201","3,917,567,701","3,298,472,102","3,676,997,485","3,872,202,784","1,900,444,000"
PeRatio,"3.736","5.139","36.846",,,,,"124.624","46.346","7.443",,"58.701",,"14.418","21.213","25.91","20.637","21.67","21.086","26.299","21.885","14.635","50.47","22.274","29.213","26.355","14.18","18.421","14.377"
ForwardPeRatio,"18.519","21.142","15.198","41.841",,,"112.36","93.458","49.505","29.94","36.232","20.325","17.331","16.863","18.868",,"19.802",,,,,,,,,,,,
PsRatio,"0.716","0.817","1.206","1.449","1.238","1.128","0.712","0.903","0.935","0.572","1.146","1.459","1.575","1.608","1.648","1.692","1.558","2.42","1.877","1.694","1.233","1.362","1.688","0.75","2.902","2.394","2.192","1.992","1.652"
PbRatio,"4.499","3.587","5.474","5.594","1.52","1.321","0.719","0.878","0.866","0.556","1.362","1.67","1.732","1.705","1.621","1.739","1.918","2.905","2.068","2.031","1.426","1.429","1.428","1.852","1.641","1.34","2.058","2.11",
EnterprisesValueRevenueRatio,"1.654","1.673","1.818","2.16","2.492","2.123","1.835","2.339","2.18","2.146","2.546","3.477","4.012","3.305","3.316","3.222","2","3.325","2.47","2.476","2.085","2.123","2.018","1.637","2.344","2.937","3.374","2.338","1.206"
EnterprisesValueEBITDARatio,"3.15","3.188","4.461","10.063","7.303","4.473","4.926","6.082","4.344","4.55","6.132","7.813","24.7","7.229","8.926","10.713","7.192","9.646","11.127","8.03","6.287","1.836","1.752","1.453","5.362","6.122","5.353","4.576","1.206"
