name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004
MarketCap,"1,287,190,703","981,251,740","1,387,040,775","1,098,956,945","757,826,488","273,205,969","198,251,765","275,779,896","304,582,549","621,572,863","2,117,598,128","1,920,838,244","660,741,034","328,347,500","1,030,012,990","990,101,540","349,887,765","806,991,327","1,209,708,873","364,727,839","510,165,495"
EnterpriseValue,"1,264,715,703","1,117,761,740","1,510,203,775","1,241,430,945","828,776,488","344,667,969","293,283,765","420,952,896","460,671,549","783,588,863","2,166,399,128","2,232,720,244","930,562,034","792,559,500","1,404,235,990","1,235,372,540","445,648,765","550,467,327","1,209,615,873","182,323,839","419,632,495"
ForwardPeRatio,"43.29","24.272",,,,,,,,,,,,,,,,,,,
PsRatio,"6.388","5.473","17.561","13.165","10.767","3.768","8.611","11.711","1.748",,,,"11,936.43","5,998.15","9,851.573",,"17,417.712","63,710.248",,,
PbRatio,,,,,,,,,,,,,,,,,"4.034","2.216","19.521","2.351","3.431"
EnterprisesValueRevenueRatio,"6.357","5.618","15.137","16.455","12.722","5.468","10.527","35.841","2.636",,,,"26,587.487","15,851.19","15,099.312",,"22,282.438","55,046.733","12,096.159",,
EnterprisesValueEBITDARatio,"61.334","54.208","-26.815","-20.316","-18.557","-8.873","-3.94","-4.19","3.106","-2.367","-13.594","-14.315","-6.958","-6.44","-10.336","-6.47","-1.545","-1.96","-5.372","-1.647","-5.997"
