name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008
MarketCap,"3,296,184,813","4,112,559,270","3,812,976,953","4,125,843,931","5,877,392,003","4,109,714,118","2,913,702,480","3,023,493,677","2,261,317,772","935,294,675","1,501,937,259","1,381,414,757","1,407,457,048","1,046,557,194","907,918,490","326,485,089","59,090,344"
EnterpriseValue,"3,104,249,813","3,852,444,270","3,326,048,953","3,663,085,931","5,560,864,003","4,329,494,118","3,305,791,480","3,595,489,677","2,586,260,772","1,267,720,675","1,721,287,259","1,416,790,757","1,305,246,048","976,164,194","837,525,490","332,895,089","15,484,013"
PeRatio,"270","12.64","16.227","9.357","9.18","401","29.2","103.333",,,,"25.25","27.446","22.014","29.973",,
ForwardPeRatio,"5.615","10.929","10.788","8.818","10.989","11.364","22.727","14.514","28.169","28.329","19.841",,,,,,
PsRatio,"1.722","1.851","2.284","2.43","3.625","3.26","2.711","4.74","3.482","1.748","2.233","2.467","5.398","5.009","6.633","13.403",
PbRatio,"1.088","1.039","1.33","1.51","2.417","2.285","1.754","2.01","1.615","0.666","0.809","0.854","2.506","3.503","3.155","1.651","0.439"
EnterprisesValueRevenueRatio,"1.622","1.912","1.996","2.135","3.426","3.473","2.933","5.567","4.034","2.36","3.427","2.97","5.039","4.751","6.568","16.13",
EnterprisesValueEBITDARatio,"6.975","3.676","3.629","3.4","4.148","8.274","12.036","13.812","30.76","74.774","-2.718","9.66","11.81","9.827","14.959","-13.029","-0.514"
