name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018
MarketCap,"3,034,576,131","2,376,717,564","984,731,710","1,352,230,770","465,644,110","608,758,670","721,574,694"
EnterpriseValue,"2,527,749,131","1,874,235,564","619,691,710","1,162,227,770","283,054,110","482,825,670","551,920,694"
PsRatio,"563.49","412.291","178.637",,"1,017.387","366.712","331.407"
PbRatio,"5.629",,"2.806","6.985","2.487","4.7","4.307"
EnterprisesValueRevenueRatio,"629.89","467.041","130.819","1,078.133","3,986.678","404.716","227.315"
EnterprisesValueEBITDARatio,"-11.411","-8.461","-3.713","-10.884","-3.825","-9.119","-19.545"
