name,ttm,12/31/2023,12/31/2022
MarketCap,"8,727,746,917","5,257,894,960","3,325,193,182"
EnterpriseValue,"8,989,746,917","5,748,894,960","3,765,193,182"
PeRatio,"44.608","32.323","4.664"
ForwardPeRatio,"16.978",,
PsRatio,"2.765","1.866","0.688"
PbRatio,"3.528","2.347","2.162"
EnterprisesValueRevenueRatio,"2.828","2.114","1.398"
EnterprisesValueEBITDARatio,"24.697","19.892","6.102"
