name,ttm
MarketCap,"480,599,597"
EnterpriseValue,"468,674,906"
PeRatio,"146.553"
PsRatio,"23.821"
PbRatio,"20.411"
EnterprisesValueRevenueRatio,"23.462"
EnterprisesValueEBITDARatio,"145.696"
