name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015
MarketCap,"1,810,657,617","1,833,061,082","2,036,948,370","3,262,713,645","3,071,046,570","1,890,931,684","2,750,556,895","1,633,402,422","627,711,978","865,079,131"
EnterpriseValue,"6,121,183,617","9,356,569,082","5,657,282,370","6,744,308,645","5,767,601,570","5,297,961,684","4,354,600,895","3,728,843,422","1,507,336,978","1,976,767,131"
PeRatio,"14.261","12.354","6.67","7.43","6.08","44.417","11.5",,"18.125","9.508"
ForwardPeRatio,"14.006","8.382","6.506","9.579","10.05","12.121","13.947","20.284","14.815","15.848"
PsRatio,"0.831","0.867","0.854","1.255","1.023","1.134","1.324","1.246","0.857","0.933"
PbRatio,"1.505","1.195","1.492","2.197","2.199","1.951","2.758","1.948","4.536","6.534"
EnterprisesValueRevenueRatio,"2.669","4.08","2.392","2.399","1.78","3.491","2.318","3.627","2.146","2.483"
EnterprisesValueEBITDARatio,"5.818","8.893","5.595","4.981","3.32","17.651","4.367","11.23","5.12","5.964"
