name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014
MarketCap,"37,561,757,967","22,456,755,763","20,539,134,136","18,445,009,481","14,159,600,122","6,878,463,194","3,506,165,144","2,004,920,925","337,721,435","192,640,398","145,524,685"
EnterpriseValue,"34,493,370,967","20,471,029,763","17,951,441,136","15,721,893,481","11,993,629,251","5,809,007,475","3,114,384,592","1,806,528,164","216,761,713","135,945,542","125,967,461"
ForwardPeRatio,"108.696",,,,,,,,,,
PsRatio,"21.983","21.528","77.052","36.172","226.497","104.419","103.137","45.829",,,
PbRatio,"9.054","7.879","7.065","6.129","7.695","9.073","8.978","11.821",,,
EnterprisesValueRevenueRatio,"18.558","20.602","68.358","32.052","222.713","99.123","93.059","48.76","14.008","18.142","27.58"
EnterprisesValueEBITDARatio,,"-106.462","-28.825","-40.027","-19.955","-33.509","-33.465","-55.68","-9.776","-8.226","-10.177"
