name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993,12/31/1992,12/31/1991,12/31/1990
MarketCap,"3,824,089,340","3,119,121,493","3,143,148,986","3,744,019,280","5,027,463,783","5,166,606,320","4,298,558,574","3,544,998,635","2,267,585,473","1,911,921,474","1,892,822,863","2,275,112,504","1,724,404,505","1,766,048,342","1,498,574,044","1,374,972,202","993,321,869","3,083,588,715","3,356,936,648","3,086,653,323","3,128,262,506","2,806,687,932","1,975,167,070","2,669,461,550","2,748,240,483","2,671,107,749","2,725,703,152","2,429,000,157","2,081,736,170","1,847,554,641","2,023,279,000","2,254,735,500","2,214,963,000","1,852,028,750","1,668,126,000"
EnterpriseValue,"5,149,189,340","4,395,321,493","4,280,348,986","4,746,319,280","5,848,263,783","5,949,306,320","5,329,458,574","3,999,598,635","2,847,785,473","2,515,221,474","2,551,622,863","2,805,712,504","2,239,504,505","1,970,448,342","1,991,174,044","1,792,672,202","1,369,921,869","3,540,588,715","3,818,236,648","3,534,253,323","3,548,962,506","3,236,687,932","2,335,367,070","2,896,361,550","2,939,640,483","2,763,807,749","2,833,303,152","2,495,600,157","2,124,636,170","1,903,554,641","2,023,279,000","2,254,735,500","2,214,963,000","1,852,028,750","1,668,126,000"
PeRatio,,,,"47.411","11.766","12.789","16.934","31.606",,"13.796","19.207","14.92","19.156","15.537","8.263","8.481",,"16.721","11.185","12.945","13.06","22.753",,"7.057","23.348","13.732","5.511","20.78","15.883","13.044","20.476","23.641","13.528","13.857","12.813"
ForwardPeRatio,"14.144","12.97","21.413","14.859","13.158","12.392",,,,,,"11.751","10.122","11.39","9.785",,,,,,,,,,,,,,,,,,,,
PegRatio,,,,,,,,,,,,"1.175","1.012",,,,,,,,,,,,,,,,,,,,,,
PsRatio,"0.774","0.604","0.561","0.682","1.01","1.053","1.104","1.329","0.908","0.848","0.887","0.967","0.712","0.671","0.556","0.467","0.364","1.085","1.123","1.028","1.032","0.955","0.869","1.061","1.482","1.522","1.349","1.601","1.384","1.415","1.611","1.667","1.578","1.49","1.334"
PbRatio,"1.526","1.321","1.29","0.902","1.156","1.327","1.403","1.703","1.095","0.944","0.899","1.132","0.798","0.793","0.709","0.717","0.603","1.342","1.49","1.472","1.534","1.543","1.096","1.393","1.644","1.556","1.496","1.584","1.406","1.221","1.145","1.074","1.134","0.979","0.887"
EnterprisesValueRevenueRatio,"1.048","0.894","0.785","0.845","1.129","1.185","1.445","1.499","1.129","1.075","1.162","1.156","0.91","0.79","0.754","0.611","0.5","1.22","1.336","1.249","1.259","1.213","1.016","1.143","1.505","1.524","1.358","1.605","1.35","1.275","1.446","1.674","1.576","1.452","1.314"
