name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018
MarketCap,"4,757,690,827","4,029,523,590","2,627,582,660","2,545,410,000","2,647,626,000","2,151,765,000","1,348,503,000"
EnterpriseValue,"5,237,790,827","4,384,423,590","3,225,882,660","3,235,110,000","2,713,226,000","2,131,765,000","1,338,503,000"
PeRatio,"37.087","14.054","26.379","36.597","22.888","17.946","18.873"
ForwardPeRatio,"19.724","24.039","26.11","25.575","22.936","16.611","15.385"
PegRatio,,,,,"4.681","1.319","1.107"
PsRatio,"1.911","1.806","1.165","1.297","1.386","1.293","0.943"
PbRatio,"1.955","1.733","1.295","1.311","1.407","1.219","0.961"
EnterprisesValueRevenueRatio,"2.107","1.97","1.425","1.639","1.411","1.281","0.934"
EnterprisesValueEBITDARatio,"14.001","8.064","10.42","13.313","9.994","9.102","7.432"
