name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016
MarketCap,"1,489,418,769","775,172,070","27,673,832","234,436,843","377,437,920","222,205,007","180,809,161","90,045,663","58,424,088"
EnterpriseValue,"1,335,068,769","571,573,070","-41,256,168","127,169,843","242,749,920","138,661,007","116,074,161","34,296,663","-9,610,912"
PsRatio,"320.721","80.142","5.961","20.619",,,"26.468","15.592","11.765"
PbRatio,,,"0.435","2.297","2.77","2.785","2.839","1.625","0.857"
EnterprisesValueRevenueRatio,"1,506.85","645.116","-17.714","6.786",,,"29.854","6.589","-2.077"
EnterprisesValueEBITDARatio,"-10.445","-4.472","0.496","-1.985","-3.016","-1.735","-2.57","-1.25","0.441"
