name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011
MarketCap,"2,772,434,952","3,087,470,360","2,899,482,666","1,563,536,154","952,819,362","2,288,641,758","1,622,511,222","2,667,084,243","2,710,780,809","2,002,471,062","3,245,989,984","4,333,079,019","4,800,343,260","4,779,770,253"
EnterpriseValue,"5,068,003,952","5,337,925,360","4,973,686,666","3,850,447,154","3,013,338,362","4,192,491,758","3,524,365,222","3,583,322,243","3,920,840,809","2,535,791,062","3,439,469,984","4,792,812,019","5,285,179,260","5,123,328,253"
PeRatio,"13.364","41.938","6.625",,,"13.571",,,,"65","20.975",,,
ForwardPeRatio,"5.774","4","2.65",,,,"7.536",,,,,"57.471","47.17",
PsRatio,"1.662","1.885","1.287","1.364","0.97","1.714","2.09","4.853","9.766","4.001","3.58","4.919","6.875","10.638"
PbRatio,"2.686","3.088","3.245","5.453","2.239","2.569","1.735","2.643","2.403","1.554","2.726","4.466","4.665","4.955"
EnterprisesValueRevenueRatio,"2.978","3.137","2.215","2.891","3.748","2.796","3.975","6.198","12.633","5.677","4.019","5.631","7.913","7.682"
EnterprisesValueEBITDARatio,"5.446","5.737","5.134","7.049","16.673","5.799","9.292","22.627","-36.284","9.079","4.197","13.838","18.982","15.938"
