name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995
MarketCap,"1,387,669,727","1,462,956,700","1,381,217,010","1,210,797,840","725,727,560","716,625,000","410,909,040","342,797,989","391,739,325","309,381,050","614,777,000","733,667,940","578,958,510","584,732,282","962,925,200","607,415,200","533,028,231","982,730,560","569,866,220","357,134,600","602,865,240","516,490,000","138,147,200","709,937,260","329,284,008","2,895,798,876","219,862,500","113,262,664","156,235,536","108,944,000"
EnterpriseValue,"1,459,451,727","1,537,025,700","1,472,574,010","1,269,831,840","842,495,560","832,341,000","483,317,040","422,949,989","463,805,325","221,820,050","517,598,000","564,371,940","509,811,510","515,585,282","842,554,200","343,253,200","441,189,231","890,891,560","459,799,220","253,761,600","504,597,240","405,549,000","91,561,200","658,406,260","319,284,008","2,885,798,876","211,262,500","99,562,664","134,335,536","87,044,000"
PeRatio,"17.222","254.201","33.59","168",,,,,,,,"26.357",,,,,"8.373","37.429",,"53.889","417",,,,,"124.918",,"25.293","29.569",
ForwardPeRatio,,,"18.727",,,,,,,,"21.93","39.37","17.544","9.794","17.036",,,,,,,,,,,,,,,
PegRatio,,,,,,,,,,,"2.191","3.936","1.756","0.603","0.973",,,,,,,,,,,,,,,
PsRatio,"2.394","2.535","2.314","2.443","1.905","1.75","1.019","0.908","1.046","0.901","1.509","1.598","1.113","1.061","2.054","1.895","1.467","2.803","2.282","1.303","2.453","2.477","0.737","3.452","1.198","15.969","2.597","1.684","2.897",
PbRatio,"3.176","4.293","4.788","4.406","3.094","2.973","1.842","1.572","1.394","0.86","1.617","1.451","1.046","1.058","1.851","1.491","1.287","2.939","4.843","3.112","5.453","4.865","2.222","5.257","0.185","19.985","5.054","2.27","3.583","3.043"
EnterprisesValueRevenueRatio,"2.401","2.528","2.356","2.504","2.224","2.066","1.198","1.181","1.143","0.588","1.194","1.222","1.069","1.05","1.99","1.074","1.209","2.863","1.856","0.986","2.032","2.225","0.491","3.23","1.214","15.675","2.518","1.338","2.206","2.221"
EnterprisesValueEBITDARatio,"42.809","45.085","23.834","39.013","843.339","33.751","30.607","-8.341","-12.831","55.344","28.488","25.232","19.251","11.259","25.879","40.269","8.389","28.502","78.451","59.92","20.398","-92.655","-2.131","-5.069","-20.568","81.751","-58.684","12.603","17.446","15.544"
