name,ttm,12/31/2023,12/31/2022,12/31/2021
MarketCap,"1,108,934,796","1,292,234,210","718,679,752","2,047,827,041"
EnterpriseValue,"894,713,796","1,083,242,210","484,228,752","1,735,929,041"
PeRatio,"127.66",,,
ForwardPeRatio,"69.93","71.942",,
PsRatio,"5.054","6.933","4.806","17.356"
PbRatio,"4.246","5.142","2.552","6.111"
EnterprisesValueRevenueRatio,"3.961","5.815","3.244","14.741"
EnterprisesValueEBITDARatio,"69.769","-217.039","-9.477","-26.656"
