name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998
MarketCap,"62,098,543,616","57,229,011,729","52,474,740,922","47,793,295,730","42,751,432,487","61,648,607,820","53,725,929,423","57,290,400,755","56,897,496,722","51,481,106,353","69,976,172,390","62,035,916,030","45,012,571,916","40,380,337,696","35,105,590,210","18,946,600,827","9,076,636,490","13,749,945,792","12,531,196,301","9,360,566,643","9,422,315,076","5,326,908,001","2,732,209,980","2,402,171,390","1,462,637,702","839,906,214","996,141,588"
EnterpriseValue,"90,989,543,616","85,974,011,729","81,509,740,922","75,111,895,730","71,581,232,487","88,380,007,820","79,609,729,423","81,977,400,755","80,799,696,722","73,860,706,353","88,560,972,390","79,557,816,030","61,198,271,916","55,459,937,696","48,603,590,210","30,124,500,827","18,149,673,490","20,616,368,792","17,298,057,301","14,131,718,643","13,652,838,076","7,422,139,001","4,956,104,980","3,119,626,390","1,875,194,702","1,129,706,214","1,062,041,588"
PeRatio,"11.365","10.711","10.442","12.268","9.51","12.917","14.637","21.208","21.984","20.302","23.921","24.109","18.601","24.031","109.431","18.156","11.205","33.208","24.15","24.01","31.157","59.878","40.417","16.986","11.601","11.243","23.994"
ForwardPeRatio,"10.638","9.96","9.328","10.194","10.05","12.626",,"17.182","19.268","18.416","21.978","21.277","17.422","20.492","21.787","14.327",,,,,,,,,,,
PegRatio,"5.044","3.847",,"18.197","66.974","1.378",,"2.117","2.77","6.306","1.689","2.357","1.817","3.404","4.091",,,,,,,,,,,,
PsRatio,"1.264","1.187","0.949","1.326","1.532","1.824","1.498","2.08","2.458","1.597","1.298","1.33","1.058","0.835","1.04","0.601","0.414","1.046","0.975","0.943","0.958","1.267","0.94","0.755","0.554","0.624","1.21"
PbRatio,"2.244","2.108","1.987","1.918","1.708","2.517","2.329","2.566","2.624","2.553","4.441","4.287","3.413","3.575","3.086","1.992","1.492","2.242","1.909","1.657","1.768","3.123","2.275","2.094","1.599","1.064","1.771"
EnterprisesValueRevenueRatio,"1.83","1.729","1.401","1.841","2.632","2.695","2.179","2.803","3.51","2.733","1.847","1.667","1.437","1.252","1.441","1.181","0.512","1.216","1.236","1.153","1.641","1.388","1.383","0.989","0.615","0.839","1.407"
EnterprisesValueEBITDARatio,"10.057","9.503","9.143","9.41","10.391","11.448","11.077","14.878","15.809","14.673","17.236","16.982","14.274","14.343","15.495","11.2","7.265","14.655","13.222","13.039","21.954","19.711","17.135","9.209","7.195","7.164","15.237"
