name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019
MarketCap,"1,216,692,296","683,336,357","518,797,140","747,007,026","1,128,522,339","500,509,806"
EnterpriseValue,"860,163,163","156,189,152","386,714,372","578,421,907","1,031,085,642","357,702,372"
PeRatio,"48.222","19.73",,"21.822","124.888",
ForwardPeRatio,,,"13.643","61.35",,
PsRatio,"3.151","2.653","2.35","2.997","10.225","10.337"
PbRatio,"2.264","1.44","1.199","1.679","5.052","2.395"
EnterprisesValueRevenueRatio,"2.549","0.586","1.729","2.318","9.264","7.425"
EnterprisesValueEBITDARatio,"7.644","1.607","23.906","10.17","39.253","-37.964"
