name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014
MarketCap,"1,840,766,570,000","1,755,459,040,000","1,145,003,890,000","1,917,098,341,290","1,183,171,312,840","921,138,319,230","723,558,708,460","729,458,189,676","539,067,897,721","528,168,435,200","359,503,564,697"
EnterpriseValue,"1,758,354,570,000","1,664,570,040,000","1,057,666,890,000","1,802,955,341,290","1,076,996,312,840","813,709,319,230","621,128,708,460","633,279,189,676","459,949,897,721","460,632,435,200","304,684,564,697"
PeRatio,"25.602","26.998","17.64","27.887","33.879","28.704","38.86","35.008","28.241","35.133","27.931"
ForwardPeRatio,"21.93","21.142","16.611","25.641","30.581","24.51","21.787","25.381","18.939","22.523","17.762"
PegRatio,"1.553","1.328","1.251","0.833","1.538","1.862","1.061","1.299","1.149","2.107","1.419"
PsRatio,"6.146","6.072","4.178","8.229","7.041","6.036","5.617","7.027","6.297","7.305","5.299"
PbRatio,"6.515","6.427","4.495","7.834","5.556","4.72","4.241","4.628","3.979","4.487","3.618"
EnterprisesValueRevenueRatio,"5.72","5.415","3.74","6.998","5.9","5.027","4.54","5.713","5.095","6.143","4.616"
EnterprisesValueEBITDARatio,"17.948","16.99","12.42","17.416","17.395","15.798","14.097","18.508","15.121","18.56","13.639"
