name,ttm,01/31/2024,01/31/2023,01/31/2022,01/31/2021,01/31/2020
MarketCap,"76,345,841,897","70,745,568,952","24,968,784,300","41,674,731,840","47,748,714,875","13,008,993,320"
EnterpriseValue,"73,664,055,897","68,374,097,952","23,271,273,300","40,543,969,840","46,731,440,875","12,175,305,320"
PeRatio,"853.108"
ForwardPeRatio,"80.645","78.74","50","200","769.231",
PegRatio,"1.374","2.315","1.225","3.934","30.719",
PsRatio,"25.168","24.695","12.063","31.638","60.743","30.634"
PbRatio,"33.137","34.868","18.998","43.952","59.349","18.143"
EnterprisesValueRevenueRatio,"24.108","22.377","10.383","27.931","53.442","25.291"
EnterprisesValueEBITDARatio,"250.706","232.702","-571.018","-614.47","-1,012.555","-105.116"
