name,ttm,01/31/2024,01/31/2023,01/31/2022,01/31/2021,01/31/2020,01/31/2019,01/31/2018,01/31/2017,01/31/2016,01/31/2015,01/31/2014,01/31/2013,01/31/2012,01/31/2011,01/31/2010,01/31/2009,01/31/2008,01/31/2007,01/31/2006,01/31/2005,01/31/2004,01/31/2003,01/31/2002,01/31/2001,01/31/2000,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993,12/31/1992,12/31/1991,12/31/1990,12/31/1989,12/31/1988
MarketCap,"43,865,003,600","33,194,197,844","31,955,080,000","31,689,930,000","26,266,473,570","21,503,775,227","22,600,060,181","26,758,144,065","31,379,040,000","37,828,990,509","33,925,949,543","18,646,597,841","14,360,617,672","13,329,360,000","13,268,000,000","13,927,165,780","14,680,209,802","16,873,350,000","18,048,000,000","13,303,200,000","12,448,800,000","13,767,790,000","11,438,220,000","16,377,000,000","20,008,250,000","14,508,125,000","15,545,959,000","9,370,184,250","5,899,920,000","4,642,173,952","2,678,135,616","2,166,417,404","1,337,503,790","1,731,423,250","1,219,472,250","1,203,482,000","718,012,555"
EnterpriseValue,"59,205,003,600","50,111,197,844","50,084,080,000","48,967,930,000","43,655,473,570","40,690,775,227","36,091,060,181","40,090,144,065","43,798,040,000","47,851,990,509","44,255,949,543","25,691,597,841","22,777,617,672","20,520,360,000","19,669,000,000","20,795,165,780","22,435,209,802","24,752,350,000","24,919,000,000","19,837,200,000","19,769,800,000","22,059,790,000","19,841,220,000","25,064,000,000","28,393,250,000","22,808,125,000","18,828,459,000","12,822,084,250","9,384,820,000","8,127,073,952","6,364,935,616","6,091,617,404","5,787,103,790","6,215,523,250","5,819,272,250","6,005,882,000","1,699,712,555"
PeRatio,"16.037","17.953","14.035","32.289","9.2","13.635","6.483","18.071","16.327","19.213","21.444","12.155","19.786","23.525","12.299","85.72","12.295","15.059","16.623","13.939",,"14.706","9.673","16.349","23.606","23.48","35.588","21.746","17.416","15.638","10.967","13.24","13.058","17.634","14.844",,"3.698"
ForwardPeRatio,"13.193","10.73","10.605","12.723","12.755","11.429","12.331","13.986","15.038","17.212","18.519","10.672","9.901","10.73","11.186",,"10.989",,,,,,,,,,,,,,,,,,,,
PegRatio,"2.76","1.748","1.673","4.053","2.145","1.983","1.665","3.133","1.906","1.637","1.611","1.011","0.809","1.213","1.256",,"1.188",,,,,,,,,,,,,,,,,,,,
PsRatio,"0.294","0.226","0.223","0.244","0.209","0.179","0.191","0.234","0.288","0.35","0.326","0.189","0.162","0.156","0.166","0.185","0.197","0.253","0.28","0.222","0.223","0.265","0.231","0.339","0.424","0.329","0.569","0.364","0.244","0.215","0.127","0.112","0.049","0.083","0.061","0.063","0.037"
PbRatio,"3.4","2.961","3.21","3.329","2.597","2.412","2.953","4.292","4.746","5.985","6.322","3.741","3.817","3.36","2.505","2.876","2.786","3.434","3.666","3.03","3.517","3.233","2.971","4.676","6.477","5.407",,,,,,,,,,,"0.712"
EnterprisesValueRevenueRatio,"0.395","0.339","0.342","0.361","0.334","0.336","0.291","0.336","0.385","0.44","0.416","0.258","0.242","0.227","0.239","0.276","0.295","0.352","0.377","0.328","0.35","0.414","0.383","0.5","0.58","0.503","0.668","0.483","0.373","0.344","0.28","0.272","0.261","0.291","0.287","0.315","0.09"
EnterprisesValueEBITDARatio,"7.623","7.484","7.082","9.372","5.595","7.999","5.441","7.505","7.575","8.533","9.17","5.69","7.172","7.037","5.201","7.573","5.841","6.769","7.104","6.011","9.401","6.587","5.398","7.211","8.358","7.299","13.195","9.209","7.667","7.172","5.712","5.859","6.429","6.6","6.338","7.086","1.086"
