name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015
MarketCap,"2,491,249,253","4,276,962,767","5,118,751,330","7,140,436,800","13,973,548,280","1,635,808,310","1,232,192,610","630,042,120","551,265,742","1,192,089,140"
EnterpriseValue,"12,899,376,253","14,274,845,767","12,799,329,330","12,930,289,800","16,544,784,280","3,732,497,310","2,939,812,610","1,688,678,120","1,329,268,742","1,542,743,140"
PeRatio,"1,072.571",,"75.063",,"991.143","230.167","11.967","6.705","8.85",
ForwardPeRatio,"85.47",,"120.482",,"83.333","36.232","14.62","8.803","7.082",
PegRatio,,,,,,"7.259","1.218",,,
PsRatio,"1.088","1.812","2.414","4.623","10.05","1.984","1.86","1.257","1.274","4.476"
PbRatio,"0.476","0.762","0.777","1.147","13.52","1.765","1.275","0.84","0.878","2.123"
EnterprisesValueRevenueRatio,"5.708","6.317","5.514","8.031","17.941","4.347","3.868","3.171","2.786","5.065"
EnterprisesValueEBITDARatio,"-8.538","-9.448","258.515","-50.615","-77.32","-98.662","79.64","-31.088","-14.333","-10.313"
