name,ttm,12/31/2023,12/31/2022,12/31/2021
MarketCap,"1,172,040,439","1,373,781,229","1,809,248,208","2,948,381,860"
EnterpriseValue,"1,207,650,439","1,433,493,229","1,700,876,208","2,769,040,860"
PeRatio,"25.717","23.966","29.855",
ForwardPeRatio,"26.455","12.87",,
PsRatio,"1.938","2.098","2.43","4.571"
PbRatio,"140.112",,"12.877","15.041"
EnterprisesValueRevenueRatio,"1.87","2.22","1.88","3.736"
EnterprisesValueEBITDARatio,"10.824","12.849","15.017","2,510.463"
