name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993,12/31/1992,12/31/1991,12/31/1990,12/31/1989,12/31/1988,12/31/1987
MarketCap,"5,402,328,451","5,351,918,063","5,853,809,914","6,638,564,000","5,897,832,000","6,245,600,400","4,669,045,200","7,754,615,809","5,278,441,901","5,613,308,550","10,028,270,680","9,557,333,720","5,776,645,050","3,864,453,792","2,670,936,680","1,424,432,240","927,983,269","1,634,307,240","1,660,357,650","2,092,687,400","2,907,242,820","1,920,936,600","1,306,780,000","1,324,034,250","935,794,500","825,390,133","931,859,955","732,359,469","641,511,250","802,669,824","934,551,954","503,845,485","330,706,658","257,869,424","182,025,000","165,171,507","104,130,427","109,866,666"
EnterpriseValue,"7,087,528,451","7,398,318,063","7,775,109,914","8,012,864,000","7,049,432,000","8,017,576,400","6,349,961,200","8,542,339,809","5,592,457,901","5,704,657,550","10,087,275,680","9,276,751,720","5,466,809,050","3,628,706,792","2,477,009,680","1,484,192,240","1,100,856,269","1,771,026,240","1,729,271,650","2,097,277,400","2,786,773,820","1,856,183,600","1,243,614,000","1,301,547,250","999,940,500","859,190,133","950,859,955","755,559,469","670,711,250","825,069,824","880,851,954","470,045,485","311,606,658","237,769,424","150,025,000","149,571,507","105,030,427","110,766,666"
PeRatio,"10.982","9.264","12.393","11.366","250.737","20.02","18","38.991","20.806","12.174","24.237","28.669","19.125","18.175","18.229","14.305","8.186","15.41","15.929","15.075","22.375","18.008","13.349","14.884","11.873","11.808","32.931","12.475","10.603","6.363","16.312","15","13.225","11.487","8.182","5.444","11.141","66.667"
ForwardPeRatio,"12.225","10.246","9.533","10.753","12.674","14.793","11.161","20.964","16.155","11.521","18.975","21.413","16.475","14.815","16.313",,,,,,,,,,,,,,,,,,,,,,,
PegRatio,"0.955","0.931","0.833","1.156","1.248","1.686","0.75","0.907","2.103","1.211","1.094","1.25","1.025","0.935","1.138",,,,,,,,,,,,,,,,,,,,,,,
PsRatio,"0.618","0.608","0.689","0.852","0.894","0.947","0.843","1.522","1.229","1.195","2.415","2.876","1.862","1.591","1.347","0.922","0.494","0.975","1.147","1.186","1.728","1.243","0.91","0.9","0.686","0.682","0.868","0.783","0.556","0.779","1.455","1.299","0.862","0.961","0.738","0.739","0.821","2.093"
PbRatio,"3.809","4.016","5.661","5.478","6.225","6.165","5.198","8.729","5.601","5.988","12.189","10.258","8.366","7.735","7.199","6.964","6.772","9.448","4.983","5.95","8.037","6.015","4.716","5.545","4.911","4.907","6.083","4.328","4.131","7.963","9.253","6.107","4.262","3.111","1.976","1.696","1.056","1.114"
EnterprisesValueRevenueRatio,"0.793","0.828","0.905","1.077","1.003","1.182","1.045","1.574","1.238","1.209","2.252","2.456","1.703","1.366","1.244","0.948","0.565","0.995","1.044","1.122","1.572","1.196","0.847","0.875","0.718","0.647","0.805","0.721","0.563","0.741","1.066","0.89","0.812","0.799","0.507","0.617","0.612","2.484"
EnterprisesValueEBITDARatio,"7.057","7.367","7.294","9.01","15.037","11.137","9.108","15.759","11.251","6.717","12.036","13.79","9.826","8.702","8.609","6.75","4.355","7.155","7.229","7.684","10.505","7.982","5.647","7.137","5.467","5.618","6.976","5.982","5.24","6.627","7.286","5.942","4.084","3.619","2.488","2.904","2.489","19.433"
