name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006
MarketCap,"6,079,557,706","5,828,192,433","4,903,964,447","5,829,093,151","4,172,716,286","2,416,141,595","2,039,578,159","1,441,932,527","1,102,080,346","548,599,999","1,042,493,018","2,905,399,931","2,003,446,199","1,592,721,552","973,935,636","470,515,800","301,868,837","871,763,963","414,782,177"
EnterpriseValue,"9,795,357,706","9,824,492,433","5,673,664,447","6,548,393,151","4,789,616,286","3,179,341,595","2,392,578,159","1,865,616,527","1,073,622,346","685,015,999","1,177,034,018","3,050,662,931","2,117,719,199","1,603,032,552","1,033,748,636","502,522,800","390,614,837","1,028,894,963","681,824,177"
PeRatio,"326.818",,"62.286","73.838","66.548","44.111","31.877",,,"10.147","13.846","37.07","28.258","35.34","48.957","7.829","3.908","19.193",
ForwardPeRatio,"12.376","10.267","14.793","29.674","35.211","13.699","22.026","24.039","52.083","20.661","13.263","23.148","18.868","17.331","19.763",,,,
PegRatio,"0.159","0.104",,,,,"0.488","0.414","3.838",,"0.663","0.926","0.999","0.582","1.318",,,,
PsRatio,"2.008","2.071","3.081","5.158","3.302","1.861","1.719","1.632","1.22","0.495","0.921","2.54","1.986","2.193","1.779","0.809","0.414","1.275","1.007"
PbRatio,"2.182","2.22","3.032","3.684","3.229","2.016","2.425","1.978","1.548","0.603","1.209","3.745","2.863","2.665","1.943","0.986","0.747","2.658","2.067"
EnterprisesValueRevenueRatio,"2.922","2.93","3.519","4.97","4.069","2.616","2.383","2.213","1.487","0.659","0.987","2.591","2.088","2.017","1.861","0.841","0.525","1.544","1.269"
EnterprisesValueEBITDARatio,"17.461","17.512","27.069","39.591","25.463","24.819","20.311","28.267","14.85","-4.879","6.577","17.4","14.026","14.03","15.142","4.296","2.526","9.875","7.634"
