name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017
MarketCap,"2,414,157,677","2,712,427,012","1,666,284,659","3,961,857,042","3,597,763,449","3,944,884,426","3,724,814,254","3,180,601,284"
EnterpriseValue,"2,296,460,677","2,470,590,012","1,326,822,659","3,714,450,042","3,425,310,449","3,846,191,426","3,577,172,254","3,227,663,284"
PeRatio,"118.263","33.096",,"38.227","55.667","97.722","74.68",
ForwardPeRatio,"17.699","18.868","12.788","24.039","25.575","53.192","90.909",
PegRatio,"1.361","1.45","0.984","2.403","0.825","1.333","18.232",
PsRatio,"2.807","3.032","0.98","5.191","6.464","7.164","8.859","10.999"
PbRatio,"3.914","3.645","2.852","6.723","10.636","16.638","21.856",
EnterprisesValueRevenueRatio,"2.512","2.702","0.802","3.904","6.211","6.531","7.878","10.186"
EnterprisesValueEBITDARatio,"28.316","30.463","8.626","19.68","31.731","91.274","126.76","169.262"
