name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020
MarketCap,"855,464,764","860,854,432","616,164,071","856,628,741","1,016,399,999"
PeRatio,,"21.677","1.617","2.671","3.017"
ForwardPeRatio,"4.405","8.143",,,"4.541"
PsRatio,"1.286","1.161","0.452","0.506","0.897"
PbRatio,"0.723","0.675","0.486","0.914","1.475"
