name,ttm,12/31/2023,12/31/2022,12/31/2021
MarketCap,"16,591,895,718","9,539,490,034","4,277,795,535","13,093,122,044"
PeRatio,"127.417",,,
ForwardPeRatio,"76.336","181.818",,
PsRatio,"6.473","4.737","2.875","14.628"
PbRatio,"2.71","1.921","0.831","3.082"
EnterprisesValueRevenueRatio,"8.017","8.261","6.656","18.866"
