name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000
MarketCap,"961,482,525","1,084,332,034","1,346,249,353","1,383,605,937","870,262,449","1,630,359,501","1,224,892,579","1,656,783,948","1,308,175,000","901,652,732","671,367,209","682,736,328","600,043,734","469,185,604","311,223,632","287,784,823","377,220,265","272,810,330","296,691,406","286,085,578","218,202,865","213,691,568","143,895,845","130,109,085","120,861,735"
PeRatio,"13.775","10.749","16.989","12.15",,"19.341","14.738","19.784","17.548","17.536","20.045","16.992","15.697","28.089","22.333",,"14.981","18.056","23.646","32.212","18.483","23.057","78.5","15","15.291"
ForwardPeRatio,"10.65","11.287","12.453","18.45","32.573","12.361",,"13.755","16.234","13.106","13.812","10.204","9.294","11.429","15.432","20.284","38.168",,,,,,,,
PegRatio,,,,,,,,,,,"1.381","1.021","0.929","1.142","1.291","2.028","3.822",,,,,,,,
PsRatio,"2.328","2.422","3.636","3.652","2.17","3.296","2.645","3.505","3.871","3.059","2.994","2.933","2.698","2.733","2.842","2.767","3.103","2.714","4.249","3.78","4.424","4.031","2.566","2.641","2.699"
PbRatio,"0.95","1.14","1.407","1.174","0.751","0.942","0.821","1.29","1.41","1.023","0.963","1.014","0.902","0.858","0.802","0.748","1.015","0.835","1.165","1.165","1.656","1.735","1.197","0.934","0.776"
