name,ttm,12/31/2023
MarketCap,"1,086,509,963","1,967,431,579"
EnterpriseValue,"1,063,212,963","1,941,033,056"
PeRatio,,"93.189"
PsRatio,"10.338","19.826"
PbRatio,"17.197","20.435"
EnterprisesValueRevenueRatio,"10.123","19.56"
EnterprisesValueEBITDARatio,"90.088","67.545"
