name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000
MarketCap,"855,859,177","950,753,046","1,232,868,353","1,748,733,810","240,323,071","113,577,412","14,636,405","26,382,036","26,310,129","80,073,197","92,884,908","221,178,767","122,835,994","169,647,814","289,643,592","226,738,164","248,568,723","469,634,084","394,394,593","297,007,352","314,730,881","245,900,065","65,009,197","245,829,849","397,732,387"
EnterpriseValue,"734,723,177","808,403,046","1,058,370,353","1,507,468,810","216,565,071","95,886,412","-5,807,595","14,466,036","4,546,129","45,180,197","49,732,908","170,151,767","66,581,994","70,287,814","198,417,592","50,979,164","58,473,723","264,563,084","180,476,593","225,460,352","313,351,881","233,873,065","14,918,197","180,555,558","315,735,449"
PeRatio,,,,,,,,,,,"4.06",,,,,,"16.914","24.091","46.842",,,,,,
ForwardPeRatio,"34.014","19.048","37.879","80.645",,"38.462",,,,,,"212.766",,,"27.027","24.876",,,,,,,,,
PegRatio,,,,,,,,,,,,,,,,"1.556",,,,,,,,,
PsRatio,,,,,,,,,,,"2.615","26.195","11.137","9.914","17.125","10.991","4.074","7.338","77.456",,,,"65,009,197.869","245,829,849.71","138,671,210.546"
PbRatio,"6.226","6.129","6.204","6.536","10.025","6.511","0.733","2.321","1.295","2.422","2.254","15.519","9.351","3.909","8.795","2.095","2.384","4.519","4.849","4.491","3.37","3.212","1.294","3.746","4.881"
EnterprisesValueRevenueRatio,,,,,,,,,,,,"4.138","6.114","6.12","11.804","2.479","0.918","4.01","3.347","44.382",,,,,"315,735,449"
EnterprisesValueEBITDARatio,"-7.036","-7.741","-13.445","-46.622","-31.989","-19.565","0.881","-1.218","-0.305","-3.191","-4.005","5.425","-17.638","-20.975","-14.729","-7.847","6.381","25.137","-326.359","-6.97","-8.123","-10.674","0.864","-11.376","-22.319"
