name,ttm,06/30/2024,06/30/2023,06/30/2022,06/30/2021,06/30/2020,06/30/2019,06/30/2018
MarketCap,"6,410,812,707","5,781,362,372","4,828,989,618","4,728,265,460","2,033,928,380","1,504,459,200","1,818,943,091","1,670,929,121"
PeRatio,"9.352","9.746",,"9.707","360.125","8.643","22.641",
PsRatio,"10.243","10.337",,"24.398","82.006","8.909","25.169",
PbRatio,"1.209","1.208","1.154","0.875","1.21","0.958","1.186","1.2"
EnterprisesValueRevenueRatio,"17.167","17.437",,"45.74","139.329","15.781","39.231",
