name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996
MarketCap,"2,546,035,900","2,255,291,602","1,915,210,494","1,422,406,948","2,327,857,454","3,490,208,150","2,466,147,543","1,000,377,931","894,505,833","662,953,881","809,900,169","372,188,584","639,624,584","1,166,760,215","2,027,086,644","2,966,268,301","3,050,473,034","2,460,895,227","1,515,834,583","1,339,183,731","1,610,509,510","1,164,850,477","480,263,690","406,929,512","391,194,832","311,536,500","556,033,500","512,886,000","217,237,944"
EnterpriseValue,"2,551,151,900","2,264,387,602","1,942,630,494","1,451,361,948","1,691,138,454","3,168,893,150","2,154,107,543","852,796,931","776,828,833","578,714,881","780,054,169","412,379,584","720,257,584","1,214,689,215","1,898,337,644","2,861,497,301","2,943,142,034","2,289,560,227","1,393,217,583","1,226,848,731","1,487,752,510","1,056,810,477","413,007,690","348,224,512","359,262,832","292,436,500","530,133,500","491,086,000","205,437,944"
PeRatio,"35.557","45.279","37.654","36.841","19.575","37.388",,"25.594","24.069","16.161","53.826","7.196","9.752","10.451","15.693","27.963","37.815","38.161","30.042","30.032","40.069","47.943","32.303","31.432","18.796","16.057","31.473","35.484","27.71"
ForwardPeRatio,"22.472","21.739","23.753","11.574","15.456","21.505","18.622","22.222","19.157","15.267","22.222","10.03","10.01","13.831","13.85",,,,,,,,,,,,,,
PegRatio,"1.5","1.448","1.582","0.771","1.03","1.433","1.864",,,"1.526","2.22","1.003","6.216","1.332","0.939",,,,,,,,,,,,,,
PsRatio,"2.188","2.01","1.764","1.239","2.081","3.568","2.814","2.188","1.999","1.476","1.735","0.715","1.143","1.862","3.236","5.739","7.706","7.787","6.129","6.838","9.024","10.997","7.152","7.731","5.15","4.44","8.957","9.623","5.602"
PbRatio,"1.541","1.414","1.196","0.839","1.365","2.416","1.751","4.642","5.164","5.213","10.421","6.534","15.605","26.197","11.517","15.627","17.324","13.055","9.157","9.142","10.814","35.322","75.335",,"4.206","3.841","6.814","7.878","6.137"
EnterprisesValueRevenueRatio,"2.252","1.999","1.823","1.282","1.646","3.178","3.397","1.875","1.761","1.332","1.749","0.819","1.282","1.936","2.981","5.589","7.427","7.2","5.284","5.564","8.121","7.188","3.539","3.749","4.593","4.19","8.428","9.248","4.565"
EnterprisesValueEBITDARatio,"14.969","13.286","14.168","6.782","6.911","13.353","22.103","11.324","10.778","6.57","7.611","6.041","5.236","6.049","8.102","15.36","21.387","21.613","16.054","15.014","20.816","18.346","9.223","9.633","10.89","9.947","19.001","22.424","12.085"
