name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999
MarketCap,"956,692,171","1,142,660,798","1,066,101,473","1,456,779,900","560,082,510","535,834,380","428,999,580","861,033,197","269,201,013","223,709,640","89,992,824","105,547,950","79,323,000","48,850,504","75,152,721","66,083,390","104,842,476","169,895,880","247,619,710","148,295,000","362,501,370","173,402,550","57,434,562","65,955,600","99,731,250","84,367,687"
EnterpriseValue,"1,557,329,171","1,693,841,798","1,995,921,473","2,475,709,900","1,797,821,510","1,711,179,380","1,265,961,580","990,943,197","410,802,013","324,307,640","19,954,824","28,367,950","46,843,000","26,514,504","52,816,721","56,361,390","118,824,476","204,789,880","276,517,710","104,101,000","304,854,370","160,091,550","44,123,562","28,329,600","47,387,250","34,067,687"
PeRatio,"4.016","4.466","13.502","13.091",,,,"29.152","7.384","170.5",,"4.938","25",,,"17.929",,,"14.387",,,,,,"3.115","2.973"
ForwardPeRatio,"5.157","46.512","14.728",,,,,"15.625","14.409",,,"123.457",,,"47.393",,,,,,,,,,,
PegRatio,,,,,,,,,,,,,,,"3.167",,,,,,,,,,,
PsRatio,"0.975","1.122","1.071","1.52","0.762","0.567","0.56","1.76","0.704","1.477","1.671","3.484","7.242","1.253","3.055","2.528","4.164","5.833","8.876","7.998","20.514","40.326","38.239","1.892","1.591","1.565"
PbRatio,"1.779","2.094","2.992","4.77","3.136","1.809","1.2","3.74","1.359","1.213","0.836","0.798","0.707","0.403","0.683","0.535","0.888","0.82","1.222","0.878","1.977","1.102","0.358","0.375","0.568","0.528"
EnterprisesValueRevenueRatio,"1.479","1.608","1.779","2.258","2.59","1.758","1.486","1.954","1.027","1.832","0.362","0.731","4.277","0.745","2.147","2.15","4.884","30.384","431.385","5.713","17.364","37.51","29.377","0.813","0.803","0.623"
EnterprisesValueEBITDARatio,"3.202","3.482","8.098","7.462","31.546","11.454","8.6","18.167","8.943","11.551","-0.984","1.24","13.912","3.293","72.951","3.161","-1.975","-49.586","8.074","-6.512","-24.737","-55.491","-2.692","138.193","0.947","0.726"
