name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016
MarketCap,"27,383,665,667","22,283,604,438","16,304,391,378","13,422,453,558","12,355,147,999","13,318,953,980","8,147,944,288","13,116,083,823","8,130,156,721"
EnterpriseValue,"30,663,665,667","25,823,604,438","20,188,391,378","17,039,453,558","16,126,147,999","18,391,953,980","13,024,944,288","18,216,083,823","8,130,156,721"
PeRatio,"36.47","35.143","38.637","48.227","22.832","38.949",,,
ForwardPeRatio,"29.94","24.938","22.523","22.573","31.746","12.376","10.504","18.182",
PegRatio,"0.804",,,,"0.827","1.108","0.905","1.041",
PsRatio,"4.181","3.47","3.073","2.823","0.963","1.007","0.589","0.952",
PbRatio,"6.877","5.812","5.048","3.809","3.585","2.87","1.536","2.227",
EnterprisesValueRevenueRatio,"4.618","3.889","3.565","3.427","3.066","2.591","1.922","1.406","0.656"
EnterprisesValueEBITDARatio,"20.931","17.627","18.353","19.976","19.523","16.967","9.432","12.008","3.976"
