name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008
MarketCap,"1,064,984,589","781,555,830","277,678,346","312,448,552","151,219,572","244,313,664","265,945,576","424,893,858","384,479,556","664,660,171","832,639,632","925,974,196","456,468,229","275,262,604","367,318,992","228,069,570","197,524,215"
EnterpriseValue,"3,571,561,589","2,275,451,830","1,324,456,346","856,546,552","501,672,572","452,059,664","691,058,576","851,728,858","869,446,556","1,147,855,171","1,250,013,632","1,444,031,196","871,282,229","853,767,604","808,847,992","668,127,570","627,295,215"
PeRatio,"8.727","5.24","1.888","4.656","5.307","11.586",,"12.422","8.833","14.919","57.143","22.277",,"2.892","17.926","7.991","3.9"
ForwardPeRatio,"8.811",,,,,,"8.163","11.377","8.961","9.597","20.619","26.11","16.949","25.707","23.697",,"6.068"
PegRatio,,,,,,,,,,,"4.948","6.264","4.062","5.147","4.743",,"0.506"
PsRatio,"1.957","0.805","0.927","1.871","1.107","0.904","0.986","1.717","1.594","2.913","3.963","5.634","2.917","2.09","2.52","1.847","1.434"
PbRatio,"0.855","1.176","0.45","0.642","0.363","0.602","0.302","0.456","0.421","0.696","0.939","1.151","0.795","0.806","1.532","1.451","1.147"
EnterprisesValueRevenueRatio,"7.985","6.596","4.684","5.485","3.758","1.675","2.573","3.443","3.644","5.448","6.576","8.871","5.66","7.4","6.492","5.411","4.77"
EnterprisesValueEBITDARatio,"10.694","9.713","4.928","6.594","5.152","3.106","6.271","5.267","5.356","7.727","9.972","10.411","14.142","12.014","9.67","7.511","6.368"
