name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
MarketCap,"5,378,308,040","5,160,726,171","3,870,252,367","4,998,981,028","4,122,560,508","6,694,039,765","5,244,973,936","5,495,620,204","3,942,153,399","2,802,529,816","1,806,123,736","1,691,362,466"
PeRatio,"10.118","7.366","4.19","7.933",,"20.654","3.739","5.694","9.47","9.967","4.61","8.22"
ForwardPeRatio,"6.588","6.494","5.9","6.154","6.583","7.474","6.317",,"7.082",,"7.252",
PsRatio,"2.59","2.369","1.001","2.256","19.45","5.762","2.716","3.815","6.289","6.379","3.628","11.382"
PbRatio,"0.935","0.867","0.675","0.944","0.913","0.991","0.913","1.202","1.26","0.999","1.146","1.341"
