name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015
MarketCap,"1,067,063,510","789,656,041","981,899,551","1,400,573,700","1,699,911,360","1,515,562,240","1,515,234,000","1,035,580,959","491,118,280","436,795,800"
EnterpriseValue,"881,095,510","578,466,041","687,762,551","1,145,922,700","1,519,411,360","1,190,669,240","1,142,645,000","868,918,959","504,993,280","450,670,800"
PeRatio,,,"13.11",,,,"19.421",,"14.84",
PsRatio,"10.555","7.868","2.102","14.43","11.631","23.727","8.098","94.961","66.748","101.838"
PbRatio,"3.423","2.175","1.742","3.035","4.09","3.236","3.067","5.346","2.725","1.969"
EnterprisesValueRevenueRatio,"9.764","6.41","6.101","2.436","9.83","33.794","5.229","83.606","110.044","59.393"
EnterprisesValueEBITDARatio,"-3.679","-2.416","-2.816","6.471","-15.691","-13.18","10.57","-11.871","-7.794","-19.844"
