name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993,12/31/1992,12/31/1991,12/31/1990,12/31/1989,12/31/1988,12/31/1987,12/31/1986,12/31/1985
MarketCap,"881,644,578","739,493,058","630,919,447","362,060,679","63,383,765","116,886,122","276,401,267","343,309,628","4,057,859","177,868,017","585,925,920","660,693,792","1,262,458,820","1,644,263,120","897,460,207","518,675,071","1,328,763,581","1,332,780,155","1,309,784,047","812,917,770","463,106,933","263,038,592","533,104,626","925,888,943","239,472,883","120,147,909","346,679,202","453,393,921","150,115,149","65,185,856","57,023,553","54,478,512","29,737,190","50,314,462","54,810,330","27,977,272","30,192,148","16,295,454","6,824,999"
EnterpriseValue,"2,095,466,578","1,393,003,058","1,269,304,447","770,813,679","516,004,765","600,239,122","588,632,267","580,448,628","1,175,867,859","1,248,096,017","1,706,230,920","1,577,457,792","1,718,268,820","2,029,520,120","1,330,388,207","1,099,092,071","1,910,140,581","1,587,662,253","1,593,899,637","1,165,497,652","802,295,436","583,494,458","789,152,668","1,132,689,873","455,872,883","379,747,909","467,579,202","490,593,921","166,715,149","122,485,856","87,923,553","53,178,512","51,437,190","61,014,462","55,410,330","27,277,272","29,492,148","16,595,454","6,924,999"
PeRatio,"2.745","2.191","1.63",,,"0.706","6.407",,,,"17.532","32.063","17.279","33.178",,,"8.841","8.329","12.148","12.008","13.589","21.489",,"17.832","10.748",,"16.717","19.824","25.37","17.728","12.268","16.045","11.532","6.971","8.123","6.457","7.379","14.822","9.039"
ForwardPeRatio,"4.48",,,,,,,"4.476",,,"10.941","9.96","17.212","20.284",,,,,,,,,,,,,,,,,,,,,,,,,
PegRatio,,,,,,,,,,,,,"1.72","1.352",,,,,,,,,,,,,,,,,,,,,,,,,
PsRatio,"1.253","1.037","0.751","0.858","0.325","0.38","1.217","1.61","0.013","0.302","0.973","1.186","2.276","3.454","2.09","0.628","2.077","2.312","3.279","2.641","2.208","1.701","2.893","5.146","1.906","1.508","4.977","6.472","3.523","2.73","2.58","2.725","2.059","2.587","3.629","2.3","2.567","3.397","2.127"
PbRatio,"0.741","0.736","1.023","4.054","0.786","0.301","1.278","2.07",,"0.163","0.547","0.637","1.3","1.868","1.322","0.863","1.589","1.776","2.314","1.714","1.165","0.721","1.705","4.307","1.405","1.098","2.175","3.175","1.65","1.128","1.046","1.105","0.768","1.409","3.469","2.567","2.77","2.469","1.264"
EnterprisesValueRevenueRatio,"3.212","2.135","1.685","1.893","2.909","2.08","2.288","2.963","4.775","2.278","2.915","2.825","2.859","4.648","3.579","1.339","2.92","2.58","3.761","3.744","3.802","3.891","4.293","5.911","4.119","4.723","6.708","9.136","6.198","5.041","3.774","2.859","3.674","3.145","3.848","2.2","2.565","3.457","2.037"
EnterprisesValueEBITDARatio,"3.079","2.047","2.413","4.037","-2.678","2.661","3.437","4.397","-0.794","-13.468","5.293","4.58","4.408","7.508","6.138","-6.896","4.019","3.48","5.107","5.253","5.569","5.96","5.769","5.536","5.269","5.99","8.146","11.278","11.265","9.073","6.418","5.482","7.455","4.553","5.38","3.135","3.781","6.915","3.847"
