name,ttm,12/31/2023,12/31/2022,12/31/2021
MarketCap,"4,871,851,454","4,613,830,561","3,927,763,849","3,365,902,800"
EnterpriseValue,"4,941,194,454","4,680,592,561","4,134,199,849","3,654,158,800"
PeRatio,"7.394","7.204","5.507","6.95"
ForwardPeRatio,"7.386","7.819","7.424","6.154"
PsRatio,"4.22","4.139","3.599","2.971"
PbRatio,"0.967","1.033","0.954","0.801"
EnterprisesValueRevenueRatio,"4.131","4.127","3.781","3.226"
