name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019
MarketCap,"23,010,746,036","24,978,239,987","16,467,446,226","23,877,297,200","41,277,914,800","10,623,010,560"
EnterpriseValue,"20,695,944,036","22,818,420,987","13,985,220,226","21,759,249,200","39,778,961,800","9,058,409,560"
PeRatio,"228.941",,"269.778","66.091","193.824",
ForwardPeRatio,"27.1","30.864","33.67","33.784","97.087","208.333"
PegRatio,,,"1.437",,,
PsRatio,"7.484","8.469","5.866","10.048","29.579","10.045"
PbRatio,"7.445","8.948","5.275","8.849","21.337","5.43"
EnterprisesValueRevenueRatio,"6.774","7.469","4.99","8.44","23.501","7.927"
EnterprisesValueEBITDARatio,"-198.677","-219.052","-253.411","61.521","-444.97","-6.806"
