name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016
MarketCap,"1,519,235,158","427,049,176","401,568,538","362,473,462","339,228,476","430,836,534","766,880,542","2,140,056,622","1,260,906,150"
PeRatio,"16.494","13.806",,,"4.969",,"9.871","23.407","13.461"
ForwardPeRatio,,,,,,,"7.825",,
PsRatio,"2.554","1.83","0.492","0.419","0.378","0.57","1.574","3.206","1.784"
PbRatio,"1.852","1.405","0.419","0.374","0.513","1.001","1.843","3.593","2.385"
EnterprisesValueRevenueRatio,"2.922","1.05","0.894",,"0.2","0.965","2.126","3.92","2.766"
