name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010
MarketCap,"28,720,750,999","44,529,353,568","43,227,129,870","43,545,949,561","47,365,150,280","72,972,600,233","62,391,703,276","100,865,858,075","79,093,239,834","70,675,087,665","96,511,737,835","114,600,320,145","71,567,236,576","51,218,575,021","44,738,945,539"
EnterpriseValue,"25,880,767,497","41,660,737,192","40,269,152,906","40,538,440,411","44,370,442,837","70,253,986,741","60,524,976,813","99,351,455,872","78,134,765,783","68,851,785,901","95,229,135,688","113,566,597,182","68,517,837,867","50,523,329,511","44,616,428,186"
PeRatio,"12.501","14.274","17.406","15.617","29.063","26.876","22.674","38.231","21.031","22.085","20.447","26.445","26.653","20.531","19.045"
ForwardPeRatio,"11.236","14.006","15.924","20.202","21.978","22.026",,"22.321","16.155","17.668","18.215","21.413","26.11","15.924","16.26"
PegRatio,"1.68","2.019","1.873","1.984","2.669","2.18",,"1.884","1.341","1.466","0.85","2.279","2.924","1.55","1.364"
PsRatio,"2.115","2.611","2.885","3.57","4.537","5.64","4.971","7.305","5.307","6.47","7.14","8.046","8.328","6.411","5.456"
PbRatio,"1.765","2.371","2.511","2.83","3.209","4.487","4.051","7.131","5.291","5.741","6.139","7.054","9.268","6.718","5.65"
EnterprisesValueRevenueRatio,"1.942","2.453","2.694","3.256","4.143","5.359","4.764","7.15","5.33","6.248","6.91","7.937","4.363","3.598","2.99"
EnterprisesValueEBITDARatio,"6.064","8.367","9.543","8.951","13.526","14.382","12.324","17.373","13.134","13.509","14.617","16.842","9.148","7.238","6.097"
