name,ttm,12/31/2023,12/31/2022,12/31/2021
MarketCap,"1,897,103,275","1,795,056,620","1,402,172,493","2,084,795,756"
EnterpriseValue,"2,672,904,275","2,642,143,620","2,385,312,493","3,058,081,756"
PeRatio,"256.745",,"80.111",
ForwardPeRatio,"15.823","18.797",,
PsRatio,"1.29","1.217","0.938","1.432"
PbRatio,"1.606","1.548","1.202","1.942"
EnterprisesValueRevenueRatio,"1.817","1.786","1.612","2.171"
EnterprisesValueEBITDARatio,"13.199","14.387","13.995","24.166"
